months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Contract Years,total_premiums_paid,net_value_of_customer,annual_net_value_of_customer,total_net_value_of_customer,policy_bind_year,incident_year,incident_month,incident_day,incident_day_of_week,claim_to_premium_ratio,premium_per_year,contract_value_of_customer,fraudulent_claim_amount
195,39,282195,2014-08-17,OH,250/500,1000,1393.57,0,478423,MALE,PhD,machine-op-inspct,movies,not-in-family,47600,-39600,2015-02-27,Parked Car,Unknown,Minor Damage,Police,VA,Northbend,5821 2nd St,5,1,NO,0,1,YES,2640.0,480.0,480.0,1680,Ford,F150,2009,N,35-45,16.25,22645.5125,20005.5125,20005.5125,20005.5125,2014,2015,2,27,4,0.11657938852123571,85.75815384615385,22645.5125,0.0
22,26,420810,2007-08-11,OH,100/300,1000,1276.57,0,467784,MALE,PhD,craft-repair,skydiving,not-in-family,71500,0,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Arlington,6723 Best Drive,3,1,YES,1,2,NO,78900.0,15780.0,7890.0,55230,Chevrolet,Silverado,1995,N,25-35,1.8333333333333333,2340.378333333333,-76559.62166666667,-76559.62166666667,-76559.62166666667,2007,2015,1,6,1,33.71249805052887,696.310909090909,2340.378333333333,0.0
439,56,524836,2008-11-20,IN,250/500,500,1082.49,0,606714,FEMALE,PhD,prof-specialty,chess,unmarried,36100,-55000,2015-02-28,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,4866 4th Hwy,12,3,Unknown,2,3,Unknown,56430.0,0.0,6270.0,50160,Honda,CRV,2014,N,55-65,36.583333333333336,39601.0925,-16828.9075,-16828.9075,-16828.9075,2008,2015,2,28,5,1.4249606876375949,29.589703872437354,39601.092500000006,0.0
94,32,307195,1995-10-18,IN,500/1000,1000,1414.74,0,464691,FEMALE,Masters,adm-clerical,hiking,own-child,0,0,2015-02-22,Parked Car,Unknown,Minor Damage,None,VA,Riverwood,5418 Britain Ave,19,1,NO,1,3,NO,2400.0,300.0,300.0,1800,Chevrolet,Silverado,2014,N,25-35,7.833333333333333,11082.13,8682.13,8682.13,8682.13,1995,2015,2,22,6,0.2165648661403539,180.60510638297873,11082.13,0.0
11,39,623648,1993-05-19,IL,250/500,2000,1470.06,0,431683,MALE,PhD,other-service,yachting,husband,56600,-45800,2015-01-07,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,4296 Pine Hwy,22,1,YES,0,1,NO,65790.0,7310.0,7310.0,51170,Saab,93,2007,N,35-45,0.9166666666666666,1347.5549999999998,-64442.445,-64442.445,-64442.445,1993,2015,1,7,2,48.821754956198454,1603.7018181818182,1347.5549999999998,0.0
151,36,485372,2005-02-26,OH,250/500,2000,870.63,0,431725,FEMALE,MD,adm-clerical,kayaking,own-child,94800,-58500,2015-01-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,2299 1st St,12,3,NO,1,1,NO,62920.0,11440.0,5720.0,45760,Ford,Escape,2000,N,35-45,12.583333333333334,10955.4275,-51964.5725,-51964.5725,-51964.5725,2005,2015,1,6,1,5.743271999198571,69.18913907284768,10955.4275,0.0
154,34,598554,1990-02-14,IN,100/300,500,795.23,0,609216,MALE,PhD,machine-op-inspct,base-jumping,other-relative,36900,0,2015-01-10,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,6618 Cherokee Drive,15,3,YES,2,1,Unknown,69480.0,15440.0,0.0,54040,Nissan,Maxima,2014,Y,25-35,12.833333333333334,10205.451666666666,-59274.54833333333,-59274.54833333333,-59274.54833333333,1990,2015,1,10,5,6.808125918320454,61.96597402597403,10205.451666666668,69480.0
245,44,303987,1993-09-30,IL,500/1000,1000,1168.2,0,452787,MALE,JD,handlers-cleaners,basketball,husband,69100,0,2015-02-11,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,7459 Flute St,23,3,NO,0,3,NO,44280.0,7380.0,3690.0,33210,Honda,Accord,1997,N,35-45,20.416666666666668,23850.750000000004,-20429.249999999996,-20429.249999999996,-20429.249999999996,1993,2015,2,11,2,1.8565453916543502,57.21795918367347,23850.750000000004,0.0
119,32,343161,2014-06-10,IL,500/1000,1000,993.51,0,468767,MALE,High School,armed-forces,bungie-jumping,unmarried,0,-49500,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Hillsdale,3567 4th Drive,12,1,NO,0,3,YES,56300.0,5630.0,11260.0,39410,BMW,M5,2011,N,25-35,9.916666666666666,9852.3075,-46447.6925,-46447.6925,-46447.6925,2014,2015,1,12,0,5.714397363257287,100.18588235294118,9852.307499999999,0.0
215,42,519312,2008-10-28,OH,500/1000,500,1848.81,0,435489,MALE,JD,transport-moving,video-games,own-child,0,-49000,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2457 Washington Ave,20,3,YES,2,2,YES,68520.0,11420.0,5710.0,51390,Suburu,Legacy,2003,Y,35-45,17.916666666666668,33124.5125,-35395.4875,-35395.4875,-35395.4875,2008,2015,2,6,4,2.068558744826811,103.1893953488372,33124.512500000004,68520.0
295,42,132902,2007-04-24,OH,250/500,1000,1641.73,5000000,450149,MALE,PhD,sales,chess,not-in-family,62400,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,16,3,NO,0,0,NO,59130.0,6570.0,6570.0,45990,Ford,Escape,2006,Y,35-45,24.583333333333332,40359.19583333333,-18770.80416666667,-18770.80416666667,-18770.80416666667,2007,2015,1,20,1,1.4650936119783524,66.78223728813559,40359.19583333333,59130.0
254,39,332867,1993-12-13,IN,100/300,500,1362.87,0,458364,FEMALE,MD,exec-managerial,chess,other-relative,35700,0,2015-02-22,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6,3,YES,2,2,NO,82320.0,13720.0,6860.0,61740,Dodge,Neon,1995,Y,35-45,21.166666666666668,28847.414999999997,-53472.58500000001,-53472.58500000001,-53472.58500000001,1993,2015,2,22,6,2.8536352390673483,64.3875590551181,28847.415,82320.0
107,31,356590,2011-08-17,IN,250/500,500,1239.22,7000000,476458,FEMALE,High School,tech-support,paintball,not-in-family,43400,-91200,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,9169 Pine Ridge,12,1,YES,0,1,NO,89700.0,13800.0,13800.0,62100,Audi,A5,2009,Y,25-35,8.916666666666666,11049.711666666666,-78650.28833333333,-78650.28833333333,-78650.28833333333,2011,2015,1,30,4,8.117858882290594,138.97794392523366,11049.711666666666,89700.0
478,64,346002,1990-08-20,OH,250/500,500,835.02,0,602433,FEMALE,Associate,adm-clerical,reading,unmarried,59600,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Hillsdale,8538 Texas Lane,17,3,NO,1,1,NO,33930.0,0.0,3770.0,30160,BMW,X6,1998,N,55-65,39.833333333333336,33261.63,-668.3700000000026,-668.3700000000026,-668.3700000000026,1990,2015,2,2,0,1.0200943249022973,20.96284518828452,33261.630000000005,0.0
128,30,500533,1994-02-11,OH,100/300,1000,1061.33,0,478575,MALE,MD,machine-op-inspct,movies,own-child,43300,-66200,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8,1,NO,0,3,NO,68530.0,12460.0,6230.0,49840,Audi,A5,1997,N,25-35,10.666666666666666,11320.853333333333,-57209.14666666667,-57209.14666666667,-57209.14666666667,1994,2015,1,10,5,6.053430601226763,99.4996875,11320.853333333333,0.0
338,49,348209,1994-02-22,IN,500/1000,1000,1279.08,0,449718,MALE,MD,other-service,kayaking,own-child,0,-51500,2015-02-27,Parked Car,Unknown,Minor Damage,None,NC,Riverwood,7721 Washington Ridge,13,1,NO,0,1,Unknown,4300.0,860.0,860.0,2580,Ford,F150,2004,N,45-55,28.166666666666668,36027.42,31727.42,31727.42,31727.42,1994,2015,2,27,4,0.1193535368338893,45.411124260355024,36027.42,0.0
271,42,486676,2011-08-15,OH,100/300,500,1105.49,0,463181,FEMALE,Associate,prof-specialty,sleeping,own-child,56200,-50000,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12,2,Unknown,2,3,Unknown,68310.0,12420.0,6210.0,49680,Audi,A3,2003,Y,35-45,22.583333333333332,24965.649166666666,-43344.35083333333,-43344.35083333333,-43344.35083333333,2011,2015,2,20,4,2.736159574460628,48.95158671586716,24965.649166666666,68310.0
222,41,260845,1998-11-11,OH,100/300,2000,1055.53,0,441992,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800,-50300,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290.0,6810.0,6810.0,47670,Honda,Civic,1995,Y,35-45,18.5,19527.304999999997,-41762.69500000001,-41762.69500000001,-41762.69500000001,1998,2015,2,8,6,3.138681963537724,57.05567567567567,19527.305,61290.0
199,41,657045,1995-12-04,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,sales,paintball,husband,0,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100.0,3010.0,0.0,27090,Chevrolet,Malibu,1999,N,35-45,16.583333333333332,14855.8475,-15244.1525,-15244.1525,-15244.1525,1995,2015,2,11,2,2.026138192385187,54.019899497487444,14855.8475,0.0
215,37,761189,2002-12-28,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120.0,9520.0,4760.0,42840,Mercedes,C300,2002,N,35-45,17.916666666666668,29256.662500000002,-27863.337499999998,-27863.337499999998,-27863.337499999998,2002,2015,2,23,0,1.9523758049982631,91.14027906976744,29256.662500000002,0.0
192,40,175177,2004-04-15,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,sales,yachting,wife,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930.0,9540.0,4770.0,28620,BMW,X6,2005,N,35-45,16.0,22495.84,-20434.16,-20434.16,-20434.16,2004,2015,3,1,6,1.9083528332349449,87.874375,22495.84,0.0
120,35,116700,2001-02-02,OH,100/300,1000,1425.54,0,475847,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210.0,11380.0,5690.0,34140,Ford,Fusion,2010,N,35-45,10.0,14255.4,-36954.6,-36954.6,-36954.6,2001,2015,1,15,3,3.5923229092133506,142.554,14255.4,0.0
270,45,166264,2010-01-12,OH,500/1000,1000,1038.09,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400.0,14900.0,7450.0,67050,Suburu,Legacy,1998,N,45-55,22.5,23357.024999999998,-66042.975,-66042.975,-66042.975,2010,2015,1,14,2,3.827542249066395,46.13733333333333,23357.024999999998,0.0
319,47,527945,1992-04-14,IN,250/500,500,1307.11,0,600648,MALE,College,transport-moving,dancing,not-in-family,0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,Unknown,59730.0,10860.0,10860.0,38010,Audi,A3,2005,N,45-55,26.583333333333332,34747.340833333335,-24982.659166666665,-24982.659166666665,-24982.659166666665,1992,2015,2,17,1,1.71898046203008,49.17028213166144,34747.34083333333,0.0
194,39,627540,2010-05-21,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,2015-01-24,Vehicle Theft,Unknown,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060.0,1240.0,1240.0,5580,Saab,95,2004,N,35-45,16.166666666666668,24076.04666666667,16016.046666666669,16016.046666666669,16016.046666666669,2010,2015,1,24,5,0.3347725692507103,92.11793814432988,24076.04666666667,0.0
227,38,279422,2013-10-27,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,Unknown,1,2,Unknown,72200.0,14440.0,7220.0,50540,BMW,M5,2013,Y,35-45,18.916666666666668,18475.340833333332,-53724.659166666665,-53724.659166666665,-53724.659166666665,2013,2015,1,21,2,3.907911667303928,51.6301321585903,18475.340833333335,72200.0
137,31,484200,1994-10-12,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800.0,10160.0,10160.0,30480,Accura,MDX,2005,N,25-35,11.416666666666666,15303.2425,-35496.7575,-35496.7575,-35496.7575,1994,2015,2,19,3,3.3195579302883034,117.40992700729929,15303.2425,0.0
244,39,645258,1997-07-04,OH,500/1000,2000,1267.81,5000000,603123,FEMALE,Masters,exec-managerial,video-games,wife,0,0,2015-01-03,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,Unknown,2,1,Unknown,6600.0,660.0,1320.0,4620,Accura,TL,2005,N,35-45,20.333333333333332,25778.80333333333,19178.80333333333,19178.80333333333,19178.80333333333,1997,2015,1,3,5,0.2560242969643924,62.35131147540984,25778.80333333333,0.0
78,29,694662,2011-02-15,IL,250/500,1000,1234.2,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2015-01-29,Vehicle Theft,Unknown,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500.0,750.0,1500.0,5250,Nissan,Maxima,2002,N,25-35,6.5,8022.300000000001,522.3000000000011,522.3000000000011,522.3000000000011,2011,2015,1,29,3,0.9348939830223252,189.87692307692308,8022.3,0.0
200,35,960680,1994-08-21,IN,250/500,2000,1318.06,0,618498,MALE,High School,exec-managerial,video-games,wife,57300,-80600,2015-01-19,Vehicle Theft,Unknown,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490.0,1180.0,1180.0,4130,Volkswagen,Jetta,2002,N,35-45,16.666666666666668,21967.666666666664,15477.666666666664,15477.666666666664,15477.666666666664,1994,2015,1,19,0,0.29543419874664284,79.08359999999999,21967.666666666668,0.0
284,48,498140,1997-05-15,IN,500/1000,2000,769.95,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,Unknown,2,3,NO,60940.0,5540.0,11080.0,44320,Audi,A3,2013,Y,45-55,23.666666666666668,18222.15,-42717.85,-42717.85,-42717.85,1997,2015,1,19,0,3.3442815474573524,32.5330985915493,18222.15,60940.0
275,41,498875,1996-10-26,OH,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,Unknown,58300.0,5830.0,11660.0,40810,Suburu,Legacy,2007,N,35-45,22.916666666666668,34712.333333333336,-23587.666666666664,-23587.666666666664,-23587.666666666664,1996,2015,2,2,0,1.679518326819478,66.09687272727273,34712.333333333336,0.0
153,34,798177,2006-03-04,IL,500/1000,1000,873.64,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,Unknown,68400.0,11400.0,11400.0,45600,Ford,F150,2007,N,25-35,12.75,11138.91,-57261.09,-57261.09,-57261.09,2006,2015,1,30,4,6.140636740937848,68.52078431372549,11138.91,0.0
134,32,614763,1991-01-02,IL,500/1000,500,1612.43,0,456762,FEMALE,MD,other-service,yachting,own-child,36400,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,Unknown,2,1,YES,64240.0,11680.0,11680.0,40880,BMW,3 Series,2015,N,25-35,11.166666666666666,18005.468333333334,-46234.53166666666,-46234.53166666666,-46234.53166666666,1991,2015,1,8,3,3.567805002943087,144.39671641791045,18005.468333333334,0.0
31,36,679370,1999-08-15,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,2015-01-30,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700.0,940.0,470.0,3290,Dodge,Neon,2002,N,35-45,2.5833333333333335,3405.4533333333334,-1294.5466666666666,-1294.5466666666666,-1294.5466666666666,1999,2015,1,30,4,1.3801393059759053,510.2864516129032,3405.4533333333334,0.0
41,25,958857,1992-01-15,IN,100/300,1000,1226.83,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,Unknown,45120.0,0.0,5640.0,39480,Accura,MDX,2011,Y,25-35,3.4166666666666665,4191.669166666667,-40928.33083333333,-40928.33083333333,-40928.33083333333,1992,2015,1,7,2,10.764208291724676,359.0721951219512,4191.669166666667,45120.0
127,29,686816,1999-12-07,OH,250/500,2000,1326.44,5000000,436973,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,Unknown,66950.0,10300.0,10300.0,46350,Saab,93,1995,N,25-35,10.583333333333334,14038.156666666668,-52911.84333333333,-52911.84333333333,-52911.84333333333,1999,2015,2,24,1,4.769144666904273,125.33291338582677,14038.156666666668,0.0
61,23,127754,1993-06-06,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,Unknown,98340.0,8940.0,17880.0,71520,Honda,Accord,2004,Y,<25,5.083333333333333,5778.885833333333,-92561.11416666667,-92561.11416666667,-92561.11416666667,1993,2015,2,2,0,17.017121091536822,223.63868852459015,5778.885833333333,98340.0
207,42,918629,2000-10-03,IL,250/500,2000,1322.78,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200,0,2015-02-28,Parked Car,Unknown,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900.0,590.0,590.0,4720,BMW,X5,2007,N,35-45,17.25,22817.955,16917.955,16917.955,16917.955,2000,2015,2,28,5,0.25856830728257635,76.68289855072463,22817.954999999998,0.0
219,43,731450,2010-12-29,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,Unknown,70680.0,5890.0,11780.0,53010,Ford,Fusion,2009,N,35-45,18.25,27069.3125,-43610.6875,-43610.6875,-43610.6875,2010,2015,2,9,0,2.6110748102671613,81.27397260273973,27069.3125,0.0
271,42,307447,1990-03-17,IL,100/300,500,1515.3,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720.0,17040.0,8520.0,68160,Mercedes,ML350,2005,N,35-45,22.583333333333332,34220.524999999994,-59499.475000000006,-59499.475000000006,-59499.475000000006,1990,2015,1,19,0,2.7387072524457183,67.09815498154981,34220.524999999994,0.0
80,25,992145,2012-03-01,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,2015-02-21,Vehicle Theft,Unknown,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930.0,1260.0,630.0,5040,Toyota,Highlander,2001,N,25-35,6.666666666666667,7167.866666666668,237.8666666666677,237.8666666666677,237.8666666666677,2012,2015,2,21,5,0.9668148589073456,161.27700000000002,7167.866666666668,0.0
325,47,900628,2006-02-05,IN,500/1000,1000,1690.27,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930.0,6630.0,6630.0,59670,Dodge,RAM,2006,Y,45-55,27.083333333333332,45778.14583333333,-27151.85416666667,-27151.85416666667,-27151.85416666667,2006,2015,1,14,2,1.5931182592130253,62.409969230769235,45778.14583333333,72930.0
29,25,235220,2014-11-01,IL,250/500,2000,1352.83,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890.0,7210.0,7210.0,50470,Nissan,Pathfinder,2013,Y,25-35,2.4166666666666665,3269.3391666666666,-61620.660833333335,-61620.660833333335,-61620.660833333335,2014,2015,1,22,3,19.84804778335683,559.791724137931,3269.339166666666,64890.0
295,48,740019,2009-06-17,OH,250/500,1000,1148.73,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,Unknown,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,Unknown,1,2,YES,5400.0,900.0,900.0,3600,Saab,95,1999,N,45-55,24.583333333333332,28239.612500000003,22839.612500000003,22839.612500000003,22839.612500000003,2009,2015,2,22,6,0.19122075417996615,46.728,28239.6125,0.0
239,42,246882,1999-09-20,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,Unknown,5600.0,700.0,700.0,4200,Audi,A3,2007,N,35-45,19.916666666666668,19309.208333333336,13709.208333333336,13709.208333333336,13709.208333333336,1999,2015,1,26,0,0.2900170687128982,48.67782426778243,19309.208333333336,0.0
269,41,797613,1990-10-19,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,Unknown,79300.0,15860.0,15860.0,47580,Saab,92x,2007,N,35-45,22.416666666666668,32813.965,-46486.035,-46486.035,-46486.035,1990,2015,1,24,5,2.416654006914434,65.30052044609664,32813.965000000004,0.0
80,27,193442,1996-08-05,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800.0,10560.0,5280.0,36960,Saab,95,2004,N,25-35,6.666666666666667,9827.800000000001,-42972.2,-42972.2,-42972.2,1996,2015,2,19,3,5.372514703188912,221.1255,9827.800000000001,0.0
279,41,389238,2001-06-06,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,Unknown,2,3,NO,28800.0,0.0,3600.0,25200,Ford,Fusion,2013,N,35-45,23.25,34813.3875,6013.387499999997,6013.387499999997,6013.387499999997,2001,2015,1,29,3,0.8272679583393028,64.4021505376344,34813.3875,0.0
